"Year","Gender","Caucasian","Age","Age_Cat","Inc_Cat","Education","Wrk_Stat","Dwelling","Own_Rent","Electronics","Percrip_Med","Drn_Clnr","Dsps_Food"
2014,"Male","Person of Color",50,"45 to 54","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",46,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,2,4
2014,"Male","Person of Color",36,"35 to 44","Between $75,000 and $100,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,NA,NA,3
2014,"Male","Caucasian",54,"45 to 54","$100,000 or more","High school diploma / GED","Employed","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",41,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",3,4,1,3
2014,"Male","Person of Color",18,"18 to 24",NA,"Some college","Employed","Single Family house","Own",4,2,2,1
2014,"Male","Caucasian",47,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",66,"65 or older","Between $50,000 and $75,000","Some college","Retired","Single Family house","Own",4,NA,NA,1
2014,"Female","Caucasian",65,"65 or older",NA,"Some graduate work","Employed","Apartment or Condo","Own",4,4,NA,2
2014,"Female","Caucasian",NA,"65 or older",NA,"Missing / Prefer not to answer","Other","Single Family house",NA,4,4,4,3
2014,"Female","Caucasian",68,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",62,"55 to 64","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",3,NA,1,3
2014,"Male","Person of Color",67,"65 or older","Between $75,000 and $100,000","Graduate degree(s)","Retired","Single Family house","Own",4,4,NA,3
2014,"Male","Caucasian",NA,"65 or older",NA,"Some college","Retired","Single Family house","Own",4,4,4,3
2014,"Male","Person of Color",62,"55 to 64","$100,000 or more","Some college","Retired","Single Family house","Own",4,4,NA,2
2014,"Female","Person of Color",64,"55 to 64","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",4,2,4,3
2014,"Female","Person of Color",63,"55 to 64","$100,000 or more","Some graduate work","Employed","Single Family house","Own",NA,2,4,1
2014,"Female","Caucasian",66,"65 or older",NA,"Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,3
2014,"Female","Caucasian",52,"45 to 54","Less than $25,000","Bachelor's Degree","Other","Apartment or Condo","Own",4,NA,NA,1
2014,"Male","Caucasian",66,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Apartment or Condo","Own",4,4,1,3
2014,"Male","Person of Color",74,"65 or older","Between $50,000 and $75,000","Graduate degree(s)","Retired","Apartment or Condo","Rent",4,NA,NA,1
2014,"Male",NA,69,"65 or older","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,2,NA,3
2014,"Female","Person of Color",56,"55 to 64","Between $50,000 and $75,000","Some college","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Person of Color",58,"55 to 64","Between $25,000 and 50,000","Some college","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",41,"35 to 44","$100,000 or more","Bachelor's Degree","Other","Single Family house","Own",4,4,NA,4
2014,"Female","Caucasian",40,"35 to 44","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",4,2,NA,3
2014,"Female","Person of Color",29,"25 to 34","$100,000 or more","Graduate degree(s)","Student","Apartment or Condo","Rent",4,2,2,1
2014,"Female","Caucasian",60,"55 to 64","Between $75,000 and $100,000","Bachelor's Degree","Retired","Apartment or Condo","Own",4,NA,NA,1
2014,"Female","Caucasian",65,"65 or older","Between $50,000 and $75,000","Associates Degree","Employed","Single Family house","Own",4,4,NA,4
2014,"Male","Caucasian",74,"65 or older","Between $50,000 and $75,000","Some college","Retired","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",54,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",39,"35 to 44","$100,000 or more","Bachelor's Degree","Other","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",25,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Rent",4,2,2,1
2014,"Female","Caucasian",47,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,NA,4,3
2014,"Male","Caucasian",42,"35 to 44","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",4,2,1,3
2014,"Male","Caucasian",84,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Retired","Single Family house","Own",4,2,2,NA
2014,"Male","Caucasian",54,"45 to 54","$100,000 or more","Some college","Employed","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",60,"55 to 64","$100,000 or more","Some college","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",54,"45 to 54",NA,"Associates Degree","Employed","Single Family house",NA,4,1,1,2
2014,"Female",NA,59,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",56,"55 to 64","$100,000 or more","Some graduate work","Employed","Apartment or Condo","Own",4,2,2,1
2014,"Male","Caucasian",56,"55 to 64","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,1
2014,"Female","Caucasian",55,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,2,4
2014,"Female","Caucasian",63,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,NA,3
2014,"Female","Caucasian",52,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,3
2014,"Male","Caucasian",25,"25 to 34","$100,000 or more","Some college","Student","Single Family house","Own",4,4,4,3
2014,"Male","Person of Color",30,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,2,NA,3
2014,"Female","Person of Color",25,"25 to 34","Between $25,000 and 50,000","Some college","Student","Apartment or Condo","Rent",3,NA,NA,2
2014,"Male","Caucasian",32,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Apartment or Condo","Own",4,NA,NA,3
2014,"Female","Person of Color",35,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",3,1,NA,1
2014,"Female","Person of Color",55,"55 to 64","Between $25,000 and 50,000","Graduate degree(s)","Other","Apartment or Condo","Rent",4,NA,NA,3
2014,"Female","Caucasian",65,"65 or older","Between $50,000 and $75,000","Some college","Other","Single Family house","Own",4,4,NA,3
2014,"Male","Caucasian",67,"65 or older","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",35,"35 to 44","Between $25,000 and 50,000","Graduate degree(s)","Employed","Single Family house",NA,4,4,NA,3
2014,NA,NA,NA,NA,NA,"Missing / Prefer not to answer","Employed","Apartment or Condo","Own",4,2,NA,1
2014,"Male","Person of Color",54,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,NA,3
2014,"Female","Caucasian",58,"55 to 64","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,1,3
2014,"Female","Caucasian",41,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",3,2,NA,3
2014,"Female","Caucasian",49,"45 to 54","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,3
2014,"Female","Caucasian",69,"65 or older","Between $25,000 and 50,000","High school diploma / GED","Retired","Single Family house","Own",4,NA,4,3
2014,"Female","Caucasian",34,"25 to 34","Between $75,000 and $100,000","High school diploma / GED","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",81,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,1,3
2014,"Female","Caucasian",68,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",75,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Retired","Single Family house","Own",3,4,4,3
2014,"Female","Caucasian",44,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,NA,4,3
2014,"Female","Caucasian",79,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Retired","Apartment or Condo","Rent",4,4,NA,3
2014,"Female","Person of Color",54,"45 to 54","Less than $25,000","High school diploma / GED","Other","Apartment or Condo","Rent",4,4,NA,NA
2014,"Male","Caucasian",75,"65 or older","Between $25,000 and 50,000","High school diploma / GED","Retired","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",75,"65 or older","Between $50,000 and $75,000","Some college","Retired","Single Family house","Own",3,4,NA,2
2014,"Male","Caucasian",45,"45 to 54","Between $25,000 and 50,000","High school diploma / GED","Employed","Single Family house","Own",4,NA,NA,4
2014,"Female","Caucasian",66,"65 or older","Between $50,000 and $75,000","Some college","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",48,"45 to 54","$100,000 or more","Some college","Employed","Single Family house","Own",4,2,1,1
2014,"Female","Caucasian",76,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",40,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,NA,1,1
2014,"Female","Caucasian",78,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Retired","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",82,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Retired","Single Family house","Own",4,NA,NA,1
2014,"Female","Caucasian",50,"45 to 54",NA,"Some graduate work","Retired","Single Family house","Own",3,2,4,3
2014,"Female","Caucasian",80,"65 or older","Between $25,000 and 50,000","High school diploma / GED","Retired","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",68,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Retired","Single Family house","Own",4,NA,4,3
2014,"Female","Caucasian",56,"55 to 64","Between $75,000 and $100,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,1,4
2014,"Male","Caucasian",67,"65 or older","Between $50,000 and $75,000","Graduate degree(s)","Retired","Single Family house","Own",4,NA,NA,2
2014,"Female","Caucasian",58,"55 to 64","$100,000 or more","Associates Degree","Retired","Single Family house","Own",4,4,NA,4
2014,"Male","Caucasian",54,"45 to 54",NA,"Graduate degree(s)","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",61,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Person of Color",34,"25 to 34","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,2,1,3
2014,"Female","Caucasian",47,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Rent",3,1,1,3
2014,"Female","Caucasian",34,"25 to 34","Between $75,000 and $100,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",3,2,NA,1
2014,"Male","Caucasian",70,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,4,1,3
2014,"Male","Caucasian",58,"55 to 64","Between $50,000 and $75,000","Associates Degree","Employed","Apartment or Condo","Rent",4,2,1,1
2014,"Male","Person of Color",42,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Rent",4,2,2,3
2014,"Female","Caucasian",84,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",52,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,NA,3
2014,"Male","Caucasian",31,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,NA,3
2014,"Female","Person of Color",69,"65 or older",NA,"Bachelor's Degree","Other","Apartment or Condo","Own",3,4,NA,1
2014,"Female","Caucasian",44,"35 to 44",NA,"Graduate degree(s)","Retired","Apartment or Condo","Own",NA,NA,NA,2
2014,"Male","Person of Color",45,"45 to 54","Between $25,000 and 50,000","Bachelor's Degree","Retired","Apartment or Condo","Rent",3,1,NA,3
2014,"Male","Person of Color",53,"45 to 54","Between $25,000 and 50,000","High school diploma / GED","Employed","Single Family house","Rent",4,1,4,NA
2014,"Female","Caucasian",60,"55 to 64","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",85,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Rent",4,4,NA,1
2014,"Male","Caucasian",88,"65 or older","Between $50,000 and $75,000","Some college","Retired",NA,"Rent",4,4,1,3
2014,"Female","Caucasian",44,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Own",4,NA,4,3
2014,"Male","Caucasian",86,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired",NA,"Rent",4,4,NA,NA
2014,"Male","Caucasian",41,"35 to 44",NA,"High school diploma / GED","Employed","Single Family house","Rent",4,1,1,3
2014,"Female","Caucasian",58,"55 to 64","Between $25,000 and 50,000","Graduate degree(s)","Other","Single Family house","Own",4,1,NA,3
2014,"Female","Caucasian",72,"65 or older","Between $50,000 and $75,000","Graduate degree(s)","Retired","Single Family house","Own",4,4,NA,2
2014,"Female","Caucasian",81,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Retired","Single Family house","Own",4,NA,1,1
2014,"Male","Caucasian",56,"55 to 64","Between $25,000 and 50,000","Associates Degree","Other","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",50,"45 to 54","Less than $25,000","Associates Degree","Other","Apartment or Condo","Rent",4,2,NA,3
2014,"Male","Caucasian",57,"55 to 64",NA,"Missing / Prefer not to answer","Other",NA,NA,4,4,NA,NA
2014,"Female","Caucasian",29,"25 to 34","Between $25,000 and 50,000","Some college","Employed","Single Family house","Own",4,4,NA,4
2014,"Male","Caucasian",32,"25 to 34","Between $25,000 and 50,000","Associates Degree","Employed","Apartment or Condo","Rent",NA,1,NA,2
2014,"Female","Caucasian",69,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,NA,NA,1
2014,"Female","Caucasian",87,"65 or older",NA,"Graduate degree(s)","Retired","Apartment or Condo","Rent",4,4,NA,3
2014,"Male","Caucasian",NA,"55 to 64",NA,"Some college","Retired","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",49,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",3,NA,1,2
2014,"Male","Caucasian",30,"25 to 34","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",3,2,1,2
2014,"Female","Person of Color",69,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,NA,1
2014,"Male","Person of Color",43,"35 to 44","$100,000 or more","Associates Degree","Employed","Single Family house","Own",4,2,1,3
2014,"Female","Caucasian",39,"35 to 44","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Rent",4,4,NA,3
2014,"Male","Caucasian",50,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,NA,1,3
2014,"Male","Caucasian",55,"55 to 64","Between $50,000 and $75,000","Associates Degree","Employed","Single Family house","Own",4,4,1,3
2014,"Male","Person of Color",46,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Rent",4,2,1,3
2014,"Female",NA,46,"45 to 54","Between $75,000 and $100,000","Some college","Employed","Single Family house","Own",4,2,2,3
2014,"Male",NA,NA,"35 to 44",NA,"Bachelor's Degree","Other","Single Family house","Own",3,2,NA,1
2014,"Female",NA,38,"35 to 44",NA,"Some college","Employed","Single Family house","Own",4,2,1,3
2014,"Female","Caucasian",55,"55 to 64","$100,000 or more","Some college","Employed","Single Family house","Own",4,4,2,3
2014,"Male","Caucasian",34,"25 to 34","Between $50,000 and $75,000","Some college","Employed","Single Family house","Own",4,NA,1,4
2014,"Female","Person of Color",53,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,1,1,4
2014,"Male","Person of Color",29,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",NA,NA,NA,1
2014,"Female","Person of Color",76,"65 or older","Between $50,000 and $75,000","Graduate degree(s)","Retired","Single Family house","Rent",3,4,4,3
2014,"Male","Caucasian",52,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",53,"45 to 54","$100,000 or more","Graduate degree(s)","Other","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",63,"55 to 64","Between $25,000 and 50,000","Graduate degree(s)","Retired","Single Family house","Own",4,2,4,3
2014,"Male","Caucasian",47,"45 to 54","Less than $25,000","Bachelor's Degree","Employed","Single Family house","Rent",4,NA,1,3
2014,"Female","Caucasian",54,"45 to 54","Between $25,000 and 50,000","Some college","Employed","Single Family house","Own",4,NA,NA,3
2014,"Female","Caucasian",62,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",86,"65 or older",NA,"High school diploma / GED","Retired","Single Family house","Own",3,NA,1,1
2014,"Male","Caucasian",74,"65 or older","Between $25,000 and 50,000","Some college","Retired","Apartment or Condo","Rent",NA,4,2,2
2014,"Male","Person of Color",33,"25 to 34","Between $50,000 and $75,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,4,4,3
2014,"Female","Caucasian",44,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,1,3
2014,"Male","Person of Color",44,"35 to 44","$100,000 or more","Some college","Employed","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",25,"25 to 34","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Rent",4,4,NA,3
2014,"Female",NA,NA,"45 to 54",NA,"Bachelor's Degree","Employed","Single Family house","Own",4,NA,NA,4
2014,"Female","Caucasian",53,"45 to 54","$100,000 or more","Graduate degree(s)","Other","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",55,"55 to 64","Between $25,000 and 50,000","Some college","Other","Single Family house","Own",4,NA,4,3
2014,"Female","Caucasian",36,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,2,3
2014,"Female","Caucasian",NA,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,NA,2,3
2014,"Female","Caucasian",44,"35 to 44","Between $25,000 and 50,000","Bachelor's Degree","Employed","Single Family house","Own",4,2,NA,1
2014,"Male",NA,NA,"55 to 64",NA,"Some college","Employed",NA,"Own",3,1,NA,1
2014,"Male","Caucasian",52,"45 to 54","$100,000 or more","Associates Degree","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",73,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,4,NA,3
2014,"Male","Caucasian",51,"45 to 54","Between $50,000 and $75,000","Some college","Employed","Apartment or Condo","Rent",3,NA,NA,4
2014,"Female","Caucasian",66,"65 or older","Between $50,000 and $75,000","Some college","Employed","Single Family house","Rent",3,4,NA,3
2014,"Female","Caucasian",29,"25 to 34","Between $25,000 and 50,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,2,4,1
2014,"Female","Caucasian",61,"55 to 64","Between $75,000 and $100,000","High school diploma / GED","Retired","Single Family house","Own",4,NA,2,3
2014,"Male","Caucasian",42,"35 to 44","Between $50,000 and $75,000","Some college","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",54,"45 to 54","$100,000 or more","High school diploma / GED","Employed","Single Family house","Own",4,NA,NA,4
2014,"Female","Person of Color",32,"25 to 34","Less than $25,000","Graduate degree(s)","Other","Apartment or Condo","Own",4,4,NA,3
2014,"Female","Caucasian",38,"35 to 44","Between $25,000 and 50,000","Graduate degree(s)","Employed","Single Family house","Rent",3,4,1,3
2014,"Female","Caucasian",33,"25 to 34","Between $25,000 and 50,000","Bachelor's Degree","Employed","Single Family house","Rent",4,2,NA,3
2014,"Female","Caucasian",42,"35 to 44","Between $50,000 and $75,000","Bachelor's Degree","Employed","Apartment or Condo","Own",4,NA,NA,1
2014,"Male","Caucasian",29,"25 to 34","$100,000 or more","Some college","Employed","Single Family house","Own",3,2,NA,3
2014,"Female","Caucasian",39,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,3
2014,"Male","Caucasian",63,"55 to 64","$100,000 or more","Some college","Retired","Single Family house","Own",4,2,1,3
2014,"Female","Caucasian",63,"55 to 64",NA,"Graduate degree(s)","Retired","Apartment or Condo","Own",NA,4,1,3
2014,"Male","Caucasian",65,"65 or older","Between $25,000 and 50,000","Associates Degree","Retired","Single Family house","Own",3,NA,1,2
2014,"Female","Caucasian",72,"65 or older","Less than $25,000","High school diploma / GED","Retired","Single Family house","Own",3,NA,4,3
2014,"Male","Person of Color",59,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Rent",3,NA,NA,3
2014,"Female","Caucasian",48,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",3,NA,NA,4
2014,"Female","Person of Color",40,"35 to 44",NA,"Bachelor's Degree","Other","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",48,"45 to 54","$100,000 or more","Bachelor's Degree","Other","Single Family house","Own",4,1,2,1
2014,"Male","Caucasian",52,"45 to 54","Between $25,000 and 50,000","Bachelor's Degree","Employed","Single Family house","Own",4,NA,1,3
2014,"Female","Caucasian",44,"35 to 44",NA,"Graduate degree(s)","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Person of Color",50,"45 to 54","$100,000 or more","Associates Degree","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Person of Color",65,"65 or older",NA,"Associates Degree","Retired","Single Family house","Own",4,4,4,1
2014,"Male","Caucasian",48,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,NA,3
2014,"Female","Caucasian",64,"55 to 64","Between $50,000 and $75,000","Graduate degree(s)","Employed","Apartment or Condo","Own",4,NA,1,1
2014,"Female","Caucasian",53,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,NA,3
2014,"Female","Caucasian",53,"45 to 54","Between $25,000 and 50,000","Associates Degree","Other","Single Family house","Own",4,4,4,4
2014,"Female","Person of Color",45,"45 to 54","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,1,NA,3
2014,"Female","Caucasian",80,"65 or older",NA,"Some college","Retired","Single Family house","Own",4,4,NA,4
2014,"Female","Caucasian",58,"55 to 64","Between $25,000 and 50,000","High school diploma / GED","Other","Single Family house","Rent",3,4,NA,4
2014,"Female","Caucasian",34,"25 to 34","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",4,NA,NA,1
2014,"Male","Caucasian",64,"55 to 64","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",3,1,1,3
2014,"Female","Person of Color",53,"45 to 54","Between $25,000 and 50,000","Some college","Retired","Apartment or Condo","Rent",3,NA,NA,1
2014,"Female","Caucasian",34,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,NA,NA,4
2014,"Female","Person of Color",23,"18 to 24","Between $25,000 and 50,000","Some college","Student","Single Family house","Rent",4,NA,NA,3
2014,"Male","Caucasian",83,"65 or older","Between $50,000 and $75,000","Bachelor's Degree","Retired","Mobile Home","Own",4,1,1,2
2014,"Female","Caucasian",73,"65 or older","$100,000 or more","Graduate degree(s)","Employed","Apartment or Condo","Own",4,4,NA,3
2014,"Female","Caucasian",40,"35 to 44","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",60,"55 to 64","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",3,2,NA,3
2014,"Male","Caucasian",58,"55 to 64","$100,000 or more","Some college","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",53,"45 to 54","$100,000 or more","Some college","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Person of Color",42,"35 to 44","Between $25,000 and 50,000","High school diploma / GED","Employed","Apartment or Condo","Rent",4,2,1,1
2014,"Male","Caucasian",56,"55 to 64","Between $75,000 and $100,000","Graduate degree(s)","Retired","Single Family house","Own",3,4,4,3
2014,"Female","Caucasian",48,"45 to 54","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Rent",4,2,NA,1
2014,"Female","Caucasian",58,"55 to 64",NA,"Some college","Employed","Apartment or Condo","Rent",4,1,NA,3
2014,"Female","Person of Color",49,"45 to 54","Less than $25,000","Some college","Student","Apartment or Condo","Rent",4,2,1,3
2014,"Female","Caucasian",58,"55 to 64",NA,"Some college","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",60,"55 to 64","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,4,1,3
2014,"Female","Caucasian",80,"65 or older","Between $50,000 and $75,000","Graduate degree(s)","Retired","Apartment or Condo","Own",4,4,4,2
2014,"Female","Caucasian",NA,NA,NA,"Some college","Other",NA,NA,3,4,NA,3
2014,"Female","Caucasian",62,"55 to 64","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,2,1,2
2014,"Female","Caucasian",47,"45 to 54","Between $75,000 and $100,000","Some college","Employed","Single Family house","Own",4,2,4,1
2014,"Female","Caucasian",82,"65 or older","Between $25,000 and 50,000","High school diploma / GED","Retired","Single Family house","Own",4,4,1,3
2014,"Male","Caucasian",60,"55 to 64",NA,"Missing / Prefer not to answer","Retired","Single Family house","Own",4,4,NA,4
2014,"Male","Caucasian",54,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,2,3
2014,"Male","Caucasian",70,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,1,4,3
2014,"Male","Caucasian",68,"65 or older","Between $50,000 and $75,000","High school diploma / GED","Retired","Single Family house","Own",4,NA,1,3
2014,"Male","Caucasian",73,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",61,"55 to 64",NA,"Some college","Retired","Single Family house","Own",4,NA,4,2
2014,"Male","Caucasian",83,"65 or older","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",91,"65 or older",NA,"High school diploma / GED","Retired","Mobile Home","Own",NA,2,NA,3
2014,"Male","Caucasian",60,"55 to 64","Between $50,000 and $75,000","Some college","Retired","Single Family house","Rent",4,1,4,3
2014,"Male","Caucasian",79,"65 or older","$100,000 or more","Some college","Retired","Single Family house","Own",4,4,4,4
2014,"Male","Caucasian",57,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,NA,1
2014,"Female","Caucasian",89,"65 or older","Between $50,000 and $75,000","Bachelor's Degree","Retired","Apartment or Condo","Rent",4,4,4,3
2014,"Female","Caucasian",67,"65 or older","Between $50,000 and $75,000","Associates Degree","Retired","Single Family house","Own",4,4,2,2
2014,"Male","Person of Color",38,"35 to 44","Between $75,000 and $100,000","Associates Degree","Employed","Single Family house","Own",4,2,2,2
2014,"Male","Caucasian",58,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",76,"65 or older","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,NA,1,3
2014,"Female","Caucasian",58,"55 to 64",NA,"Some graduate work","Employed","Single Family house","Own",3,2,NA,3
2014,"Male","Caucasian",65,"65 or older","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",51,"45 to 54","Between $75,000 and $100,000","Some graduate work","Employed","Single Family house","Own",4,4,1,4
